DAUID,C1_COUNT_TOTAL
35203851,324.0
35203859,335.0
35203860,400.0
35203861,341.0
35203865,467.0
35203867,466.0
35203868,568.0
35203870,457.0
35203871,430.0
35203876,423.0
35203877,507.0
35203880,380.0
35203881,724.0
35203882,395.0
35203883,418.0
35203884,510.0
35203885,423.0
35203886,447.0
35203887,682.0
35203889,338.0
35203890,507.0
35203892,587.0
35203893,550.0
35203899,1048.0
35203908,1178.0
35203909,350.0
35203910,360.0
35203911,720.0
35203913,322.0
35203914,1089.0
35203915,998.0
35203916,671.0
35203917,309.0
35203919,208.0
35203922,324.0
35203925,1046.0
35203926,244.0
35203927,683.0
35203928,737.0
35203929,980.0
35203930,998.0
35203931,309.0
35203932,448.0
35203933,1103.0
35203936,338.0
35203938,339.0
35203939,321.0
35203940,696.0
35203943,591.0
35203945,1310.0
35203948,2502.0
35203953,1495.0
35203954,7176.0
35203959,1990.0
35203960,2432.0
35203962,634.0
35203971,1837.0
35203976,1939.0
35203977,1317.0
35203981,1411.0
35203993,935.0
35203994,1459.0
35203997,962.0
35204001,880.0
35204005,1549.0
35204007,1780.0
35204009,1127.0
35204014,3288.0
35204021,257.0
35204024,2719.0
35204027,1287.0
35204028,2407.0
35204034,823.0
35204038,827.0
35204039,1103.0
35204041,2260.0
35204056,2006.0
35204057,1214.0
35204059,2662.0
35204064,1729.0
35204065,1610.0
35204069,1661.0
35204072,2700.0
35204080,1922.0
35204082,1567.0
35204083,1937.0
35204085,2775.0
35204091,1467.0
35204094,3413.0
35204106,1028.0
35204107,834.0
35204114,1190.0
35204115,1476.0
35204130,555.0
35204133,1269.0
35204137,1329.0
35204141,1918.0
35204145,1739.0
35204146,1147.0
35204147,1450.0
35204148,720.0
35204149,921.0
35204150,758.0
35204151,911.0
35204152,575.0
35204153,471.0
35204155,646.0
35204156,612.0
35204159,718.0
35204160,471.0
35204161,504.0
35204162,517.0
35204163,533.0
35204164,524.0
35204166,587.0
35204167,556.0
35204168,820.0
35204172,447.0
35204173,647.0
35204174,504.0
35204176,408.0
35204177,614.0
35204180,596.0
35204188,557.0
35204189,462.0
35204190,1094.0
35204191,626.0
35204192,455.0
35204194,1047.0
35204200,78.0
35204202,765.0
35204204,119.0
35204205,347.0
35204206,338.0
35204207,425.0
35204208,1257.0
35204209,153.0
35204211,317.0
35204212,907.0
35204214,506.0
35204215,780.0
35204217,244.0
35204218,628.0
35204221,383.0
35204222,695.0
35204224,1803.0
35204225,494.0
35204226,488.0
35204227,1453.0
35204228,2973.0
35204229,2145.0
35204231,1302.0
35204233,300.0
35204235,514.0
35204236,655.0
35204237,457.0
35204242,1736.0
35204243,1367.0
35204244,374.0
35204245,1049.0
35204249,1940.0
35204251,608.0
35204252,1310.0
35204253,260.0
35204255,614.0
35204256,316.0
35204257,1305.0
35204263,389.0
35204266,141.0
35204267,2204.0
35204271,954.0
35204278,515.0
35204281,569.0
35204283,517.0
35204284,2898.0
35204285,381.0
35204286,637.0
35204287,814.0
35204288,573.0
35204289,765.0
35204290,1369.0
35204291,930.0
35204292,793.0
35204295,451.0
35204299,463.0
35204300,473.0
35204301,472.0
35204304,510.0
35204305,1104.0
35204307,1141.0
35204309,364.0
35204311,1410.0
35204318,565.0
35204319,550.0
35204322,498.0
35204323,535.0
35204324,567.0
35204325,623.0
35204330,1626.0
35204331,1332.0
35204333,2911.0
35204334,306.0
35204335,663.0
35204336,481.0
35204337,597.0
35204338,392.0
35204340,617.0
35204341,343.0
35204344,1115.0
35204346,886.0
35204352,1453.0
35204353,2232.0
35204357,484.0
35204358,696.0
35204361,502.0
35204362,507.0
35204365,508.0
35204370,1504.0
35204371,3391.0
35204374,611.0
35204375,533.0
35204376,498.0
35204377,514.0
35204378,517.0
35204384,781.0
35204385,657.0
35204386,732.0
35204387,601.0
35204391,599.0
35204392,656.0
35204393,482.0
35204394,471.0
35204395,627.0
35204401,1519.0
35204404,508.0
35204411,582.0
35204413,951.0
35204414,1410.0
35204415,1571.0
35204416,475.0
35204419,506.0
35204420,438.0
35204421,536.0
35204425,560.0
35204430,953.0
35204438,556.0
35204439,664.0
35204440,519.0
35204441,520.0
35204443,468.0
35204444,395.0
35204445,446.0
35204447,449.0
35204449,387.0
35204455,717.0
35204456,1098.0
35204457,542.0
35204458,1438.0
35204462,433.0
35204469,1768.0
35204470,3151.0
35204472,800.0
35204473,423.0
35204474,3484.0
35204475,593.0
35204476,434.0
35204477,450.0
35204478,823.0
35204480,1209.0
35204485,542.0
35204486,463.0
35204490,990.0
35204493,523.0
35204494,758.0
35204495,459.0
35204497,399.0
35204503,555.0
35204505,929.0
35204506,855.0
35204507,1026.0
35204508,537.0
35204509,512.0
35204510,568.0
35204511,613.0
35204513,340.0
35204514,424.0
35204515,641.0
35204516,685.0
35204517,426.0
35204518,569.0
35204519,518.0
35204521,422.0
35204532,442.0
35204536,806.0
35204537,685.0
35204538,493.0
35204539,528.0
35204541,586.0
35204543,1384.0
35204544,578.0
35204545,484.0
35204546,484.0
35204547,486.0
35204548,1043.0
35204549,385.0
35204550,445.0
35204551,379.0
35204552,450.0
35204553,422.0
35204556,518.0
35204557,435.0
35204558,767.0
35204560,536.0
35204561,598.0
35204564,2805.0
35204565,1711.0
35204568,657.0
35204569,602.0
35204570,509.0
35204571,828.0
35204572,401.0
35204573,570.0
35204575,579.0
35204576,564.0
35204577,601.0
35204583,610.0
35204587,392.0
35204590,878.0
35204591,1232.0
35204595,1142.0
35204596,667.0
35204597,539.0
35204599,298.0
35204600,896.0
35204601,543.0
35204602,1930.0
35204603,921.0
35204605,1177.0
35204609,284.0
35204610,942.0
35204611,777.0
35204614,1282.0
35204620,1631.0
35204621,637.0
35204622,525.0
35204623,880.0
35204624,1467.0
35204627,392.0
35204629,526.0
35204630,369.0
35204631,583.0
35204633,1999.0
35204637,521.0
35204639,594.0
35204641,641.0
35204645,485.0
35204646,401.0
35204650,3073.0
35204652,1088.0
35204653,3003.0
35204655,1549.0
35204656,798.0
35204658,327.0
35204661,1188.0
35204662,846.0
35204663,486.0
35204664,601.0
35204665,571.0
35204676,8524.0
35204678,446.0
35204679,389.0
35204681,439.0
35204683,443.0
35204684,608.0
35204685,439.0
35204688,657.0
35204693,547.0
35204697,553.0
35204699,581.0
35204700,1234.0
35204705,354.0
35204707,1837.0
35204708,250.0
35204709,384.0
35204711,1974.0
35204712,1303.0
35204714,1140.0
35204715,1267.0
35204716,1277.0
35204717,827.0
35204719,831.0
35204720,969.0
35204721,763.0
35204723,888.0
35204726,476.0
35204727,795.0
35204728,545.0
35204729,583.0
35204738,3850.0
35204739,529.0
35204740,1376.0
35204741,346.0
35204742,1539.0
35204744,578.0
35204747,1437.0
35204748,889.0
35204749,1168.0
35204751,535.0
35204752,682.0
35204757,777.0
35204761,1194.0
35204768,962.0
35204770,1162.0
35204771,724.0
35204772,2093.0
35204774,1004.0
35204776,1045.0
35204778,686.0
35204779,375.0
35204785,671.0
35204787,509.0
35204788,1048.0
35204789,1434.0
35204790,0.0
35204791,948.0
35204797,889.0
35204798,953.0
35204799,2283.0
35204801,518.0
35204803,1125.0
35204806,286.0
35204807,1223.0
35204808,776.0
35204809,752.0
35204810,781.0
35204811,1023.0
35204812,617.0
35204815,1183.0
35204817,1385.0
35204819,7611.0
35204820,3053.0
35204822,1983.0
35204823,827.0
35204824,1419.0
35204825,1105.0
35204828,1260.0
35204829,829.0
35204831,470.0
35204832,1837.0
35204835,870.0
35204836,385.0
35204837,495.0
35204839,1597.0
35204841,1629.0
35204842,5092.0
35204846,1633.0
35204851,780.0
35204855,646.0
35204856,1533.0
35204858,887.0
35204859,1340.0
35204860,0.0
35204862,990.0
35204863,1634.0
35204864,1498.0
35204865,1186.0
35204866,648.0
35204869,303.0
35204872,3863.0
35204876,691.0
35204877,345.0
35204879,1075.0
35204880,1750.0
35204881,498.0
35204882,1725.0
35204883,2033.0
35204884,509.0
35204886,423.0
35204888,1700.0
35204889,353.0
35204892,160.0
35204893,287.0
35204894,4877.0
35204896,1711.0
35204898,1617.0
35204899,0.0
35204900,4731.0
35204913,439.0
35204915,604.0
35204923,1678.0
35204926,640.0
35204945,806.0
35204956,3198.0
35204957,434.0
35204958,645.0
35204960,1852.0
35204970,681.0
35204981,1641.0
35204982,948.0
35204985,3298.0
35204995,1212.0
35204996,334.0
35204999,1701.0
35205000,412.0
35205003,1315.0
35205006,763.0
35205007,1935.0
35205008,948.0
35205009,1639.0
35205012,1050.0
35205013,1360.0
35205014,1869.0
35205015,1030.0
35205020,1389.0
35205021,1325.0
35205024,954.0
35205025,775.0
35205026,500.0
35205027,1849.0
35205029,1032.0
35205032,2569.0
35205033,2781.0
35205034,862.0
35205035,911.0
35205036,1806.0
35205038,2110.0
35205039,1190.0
35205040,709.0
35205041,1561.0
35205043,1597.0
35205047,2406.0
35205048,714.0
35205051,2006.0
35205052,678.0
35205053,1515.0
35205055,434.0
35205057,2139.0
35205060,2300.0
35205061,790.0
35205064,1565.0
